"Layout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"KingTower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"KingTowerMiddle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"DummyKingTower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"x","y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"int","int",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
,"int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int","int"
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,64,64,64,64,64,,,,,,,64,64,64,64,64,,,,,,,,,,
,0,,,,,,,,,17,64,64,64,64,64,17,,,,,18,64,64,64,64,64,18,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,,1,1,1,1,1,,,,,,,2,2,2,2,2,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,1,1,1,1,1,,,,,,,2,2,2,2,2,,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,64,64,64,64,64,64,64,,,,,64,64,64,64,64,64,64,,,,,,,,,
,0,,,,,,,,,17,64,64,64,64,64,17,,,,,18,64,64,64,64,64,18,,,,,,,,,
,0,,,,,,,,,,64,64,64,64,64,,,,,,,64,64,64,64,64,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
